,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
6,1,8.2519821322,-21.0091653602,26-27,1.0,0.73544973135,galaxies
7,1,8.2519821322,-21.0091653602,26-27,1.0,0.73544973135,galaxies
26,1,8.28273979467,-21.0020011481,25-26,1.0,0.000128842992126,galaxies
27,1,8.28273979467,-21.0020011481,25-26,1.0,0.000128842992126,galaxies
552,1,8.00752511627,-21.1065414111,25-26,1.0,0.000111629138701,galaxies
553,1,8.00752511627,-21.1065414111,25-26,1.0,0.000111629138701,galaxies
576,1,8.27519576559,-21.7420400554,25-26,1.0,0.000155081404955,galaxies
577,1,8.27519576559,-21.7420400554,25-26,1.0,0.000155081404955,galaxies
592,1,8.07013677257,-21.0883115757,24-25,1.0,0.000284796609776,galaxies
593,1,8.07013677257,-21.0883115757,24-25,1.0,0.000284796609776,galaxies
786,1,7.89132490793,-21.1795935154,24-25,1.0,0.000204424781259,galaxies
787,1,7.89132490793,-21.1795935154,24-25,1.0,0.000204424781259,galaxies
832,1,7.96062057645,-21.1372429722,24-25,1.0,0.000153387678438,galaxies
833,1,7.96062057645,-21.1372429722,24-25,1.0,0.000153387678438,galaxies
872,1,8.01094062449,-21.859183758,23-24,1.0,0.000307630514726,galaxies
873,1,8.01094062449,-21.859183758,23-24,1.0,0.000307630514726,galaxies
902,1,7.99793116123,-21.8487954861,26-27,1.0,0.00278521073051,galaxies
903,1,7.99793116123,-21.8487954861,26-27,1.0,0.00278521073051,galaxies
1074,1,7.78813569055,-21.2054314789,23-24,1.0,0.000320459250361,galaxies
1075,1,7.78813569055,-21.2054314789,23-24,1.0,0.000320459250361,galaxies
1108,1,7.75894894102,-21.1958964255,25-26,1.0,0.00380030972883,galaxies
1109,1,7.75894894102,-21.1958964255,25-26,1.0,0.00380030972883,galaxies
1210,1,7.99624306346,-21.7343897869,22-23,1.0,0.000320338935126,galaxies
1211,1,7.99624306346,-21.7343897869,22-23,1.0,0.000320338935126,galaxies
1292,1,7.7479025052,-21.2261130882,26-27,1.0,0.00769287114963,galaxies
1293,1,7.7479025052,-21.2261130882,26-27,1.0,0.00769287114963,galaxies
1296,1,7.75197712746,-21.2211152936,25-26,1.0,0.00010984097753,galaxies
1297,1,7.75197712746,-21.2211152936,25-26,1.0,0.00010984097753,galaxies
1318,1,8.30307135012,-21.1468133474,26-27,1.0,0.154054746032,galaxies
1319,1,8.30307135012,-21.1468133474,26-27,1.0,0.154054746032,galaxies
1344,1,8.28087637628,-21.1292909719,23-24,1.0,0.000278007966699,galaxies
1345,1,8.28087637628,-21.1292909719,23-24,1.0,0.000278007966699,galaxies
1370,1,8.34858199581,-21.1162209088,23-24,1.0,0.000301730819046,galaxies
1371,1,8.34858199581,-21.1162209088,23-24,1.0,0.000301730819046,galaxies
1382,1,8.33867835164,-21.1083838661,25-26,1.0,0.000104807681055,galaxies
1383,1,8.33867835164,-21.1083838661,25-26,1.0,0.000104807681055,galaxies
1446,1,8.29281513505,-21.0520386572,26-27,1.0,0.000106252169644,galaxies
1447,1,8.29281513505,-21.0520386572,26-27,1.0,0.000106252169644,galaxies
1562,1,8.22530143519,-21.1787139238,25-26,1.0,0.0357769243419,galaxies
1563,1,8.22530143519,-21.1787139238,25-26,1.0,0.0357769243419,galaxies
1634,1,8.2619299525,-21.127709954,20-21,1.0,0.997554898262,SSO
1635,1,8.2619299525,-21.127709954,20-21,1.0,0.997554898262,SSO
1706,1,8.1549039746,-21.0875078662,24-25,1.0,0.00167623616289,galaxies
1707,1,8.1549039746,-21.0875078662,24-25,1.0,0.00167623616289,galaxies
1760,1,8.15528106386,-21.0617237914,24-25,1.0,0.000123041507322,galaxies
1761,1,8.15528106386,-21.0617237914,24-25,1.0,0.000123041507322,galaxies
1762,1,8.17576888447,-21.0605501833,26-27,1.0,0.326543182135,galaxies
1763,1,8.17576888447,-21.0605501833,26-27,1.0,0.326543182135,galaxies
1780,1,8.06591534576,-21.2409151713,22-23,1.0,0.000563469599001,galaxies
1781,1,8.06591534576,-21.2409151713,22-23,1.0,0.000563469599001,galaxies
1784,1,8.05721235711,-21.2355133955,24-25,1.0,0.000174037748366,galaxies
1785,1,8.05721235711,-21.2355133955,24-25,1.0,0.000174037748366,galaxies
1832,1,8.09015253403,-21.2054145245,24-25,1.0,0.000276442093309,galaxies
1833,1,8.09015253403,-21.2054145245,24-25,1.0,0.000276442093309,galaxies
1890,1,8.0467137605,-21.1594431106,24-25,1.0,0.000889950431883,galaxies
1891,1,8.0467137605,-21.1594431106,24-25,1.0,0.000889950431883,galaxies
