,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
0,1,8.23194030765,-21.0233244021,25-26,0.3,0.178935110569,galaxies
1,1,8.23194030765,-21.0233244021,25-26,0.3,0.178935110569,galaxies
14,1,8.27500747332,-21.0064732345,26-27,0.3,0.00625009275973,galaxies
15,1,8.27500747332,-21.0064732345,26-27,0.3,0.00625009275973,galaxies
16,1,8.23942235467,-21.0055942811,27-28,0.3,0.00100059772376,galaxies
17,1,8.23942235467,-21.0055942811,27-28,0.3,0.00100059772376,galaxies
28,1,8.21739220306,-21.0013805193,22-23,0.3,0.000730066210963,galaxies
29,1,8.21739220306,-21.0013805193,22-23,0.3,0.000730066210963,galaxies
30,1,8.27813333895,-20.9993313226,23-24,0.3,0.000255611928878,galaxies
31,1,8.27813333895,-20.9993313226,23-24,0.3,0.000255611928878,galaxies
32,1,8.25881377906,-20.9988346652,24-25,0.3,0.000287557835691,galaxies
33,1,8.25881377906,-20.9988346652,24-25,0.3,0.000287557835691,galaxies
40,1,8.28362846798,-20.9961432738,24-25,0.3,0.000300966436043,galaxies
41,1,8.28362846798,-20.9961432738,24-25,0.3,0.000300966436043,galaxies
52,1,8.2032677795,-21.7809872947,25-26,0.3,0.00010793126421,galaxies
53,1,8.2032677795,-21.7809872947,25-26,0.3,0.00010793126421,galaxies
56,1,8.19486017857,-21.7756349329,26-27,0.3,0.00217907666229,galaxies
57,1,8.19486017857,-21.7756349329,26-27,0.3,0.00217907666229,galaxies
58,1,8.24803822378,-20.9978311209,25-26,0.3,0.000141041658935,galaxies
59,1,8.24803822378,-20.9978311209,25-26,0.3,0.000141041658935,galaxies
78,1,8.21883430073,-21.7667258005,23-24,0.3,0.000313637574436,galaxies
79,1,8.21883430073,-21.7667258005,23-24,0.3,0.000313637574436,galaxies
84,1,8.21420278498,-21.7637757562,24-25,0.3,0.000130229542265,galaxies
85,1,8.21420278498,-21.7637757562,24-25,0.3,0.000130229542265,galaxies
86,1,8.22934115108,-21.763579397,23-24,0.3,0.000282839289866,galaxies
87,1,8.22934115108,-21.763579397,23-24,0.3,0.000282839289866,galaxies
88,1,8.26466454926,-20.9831865773,24-25,0.3,0.000131676890305,galaxies
89,1,8.26466454926,-20.9831865773,24-25,0.3,0.000131676890305,galaxies
96,1,8.25444252769,-21.7593618579,23-24,0.3,0.00829991512001,galaxies
97,1,8.25444252769,-21.7593618579,23-24,0.3,0.00829991512001,galaxies
106,1,8.26445058723,-21.7534344031,22-23,0.3,0.000346414890373,galaxies
107,1,8.26445058723,-21.7534344031,22-23,0.3,0.000346414890373,galaxies
112,1,8.22351367309,-21.7522979675,24-25,0.3,0.00017542122805,galaxies
113,1,8.22351367309,-21.7522979675,24-25,0.3,0.00017542122805,galaxies
114,1,8.24701342883,-21.7503348991,22-23,0.3,0.000330469687469,galaxies
115,1,8.24701342883,-21.7503348991,22-23,0.3,0.000330469687469,galaxies
116,1,8.21885810978,-21.74985327,23-24,0.3,0.000302720116451,galaxies
117,1,8.21885810978,-21.74985327,23-24,0.3,0.000302720116451,galaxies
120,1,8.21868761108,-21.7494716369,24-25,0.3,0.000105657512904,galaxies
121,1,8.21868761108,-21.7494716369,24-25,0.3,0.000105657512904,galaxies
126,1,8.22430032105,-21.745872645,25-26,0.3,0.000119485084724,galaxies
127,1,8.22430032105,-21.745872645,25-26,0.3,0.000119485084724,galaxies
128,1,8.2595014662,-21.7450884742,24-25,0.3,0.00293386378326,galaxies
129,1,8.2595014662,-21.7450884742,24-25,0.3,0.00293386378326,galaxies
138,1,8.27340225727,-21.7419423148,25-26,0.3,0.00116277940106,galaxies
139,1,8.27340225727,-21.7419423148,25-26,0.3,0.00116277940106,galaxies
144,1,8.27951751699,-21.736343555,26-27,0.3,0.0552226789296,galaxies
145,1,8.27951751699,-21.736343555,26-27,0.3,0.0552226789296,galaxies
148,1,8.26436430271,-21.7324004614,24-25,0.3,0.00205998099409,galaxies
149,1,8.26436430271,-21.7324004614,24-25,0.3,0.00205998099409,galaxies
154,1,8.26565842526,-21.7263122317,25-26,0.3,0.000113821632112,galaxies
155,1,8.26565842526,-21.7263122317,25-26,0.3,0.000113821632112,galaxies
156,1,8.180676282,-21.7380529988,25-26,0.3,0.000335880176863,galaxies
157,1,8.180676282,-21.7380529988,25-26,0.3,0.000335880176863,galaxies
158,1,8.21681211773,-21.7379187188,24-25,0.3,0.000230839839787,galaxies
159,1,8.21681211773,-21.7379187188,24-25,0.3,0.000230839839787,galaxies
170,1,8.19084536022,-21.7083933084,24-25,0.3,0.000135510374093,galaxies
171,1,8.19084536022,-21.7083933084,24-25,0.3,0.000135510374093,galaxies
176,1,8.27157027927,-21.6959053154,26-27,0.3,0.00012129204697,galaxies
177,1,8.27157027927,-21.6959053154,26-27,0.3,0.00012129204697,galaxies
178,1,8.21613537965,-21.6942995995,25-26,0.3,0.000118711534014,galaxies
179,1,8.21613537965,-21.6942995995,25-26,0.3,0.000118711534014,galaxies
186,1,8.20593200194,-21.6880103325,25-26,0.3,0.000123816382256,galaxies
187,1,8.20593200194,-21.6880103325,25-26,0.3,0.000123816382256,galaxies
190,1,8.20252567771,-21.6814124266,23-24,0.3,0.000328000693116,galaxies
191,1,8.20252567771,-21.6814124266,23-24,0.3,0.000328000693116,galaxies
194,1,8.21819140306,-21.67734717,24-25,0.3,0.000285347137833,galaxies
195,1,8.21819140306,-21.67734717,24-25,0.3,0.000285347137833,galaxies
198,1,8.16235727393,-21.6769751221,24-25,0.3,0.000272659846814,galaxies
